City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
301,Milkovo,RU,54.93,broken clouds,54.7167,158.6167,"Hotel ""Geologist"""
306,Ketchikan,US,57.76,overcast clouds,55.3422,-131.6461,Snow's Cove Lodge
317,Rocha,UY,64.38,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
318,Vestmannaeyjar,IS,56.39,broken clouds,63.4427,-20.2734,Glamping & Camping
319,Karsun,RU,65.28,clear sky,54.1994,46.9827,Gostinitsa
320,Byron Bay,AU,54.95,broken clouds,-28.65,153.6167,Backpackers Inn
326,Namibe,AO,64.0,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
330,Terrace,CA,62.51,broken clouds,54.5163,-128.6035,Northern Motor Inn
334,Swan Hill,AU,53.24,overcast clouds,-35.3378,143.5544,Lazy River Motor Inn
339,Krasnovishersk,RU,56.19,overcast clouds,60.4078,57.082,Vishera hotel
344,Kemijarvi,FI,59.77,overcast clouds,66.7131,27.4306,Hotelli Kemijärvi
345,Grindavik,IS,53.31,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
355,Muzhi,RU,55.74,scattered clouds,65.3667,64.6667,Gostinitsa
367,Richards Bay,ZA,67.41,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
372,Taltal,CL,61.48,broken clouds,-25.4,-70.4833,Residencial Karime
377,Haines Junction,CA,57.15,overcast clouds,60.7522,-137.5108,Parkside Inn
380,Huarmey,PE,66.34,broken clouds,-10.0681,-78.1522,Hotel Miramar
381,Brae,GB,54.57,overcast clouds,60.3964,-1.353,Busta House Hotel
385,Zimovniki,RU,64.53,light rain,47.1483,42.4633,"Dom Priyezzhikh, Gostinitsa"
387,Wakkanai,JP,60.75,overcast clouds,45.4094,141.6739,Hyōsetsu-sō
389,Norman Wells,CA,62.64,broken clouds,65.282,-126.8329,Heritage Hotel
392,Moose Factory,CA,68.0,few clouds,51.2585,-80.6094,Cree Village Eco Lodge
399,Nenjiang,CN,63.28,broken clouds,49.1833,125.2167,Nenjiang Apartment
402,Taksimo,RU,63.75,clear sky,56.3444,114.8794,"Gostinitsa ""Domashniy Ochag"""
409,Stokmarknes,NO,55.38,broken clouds,68.5646,14.9108,Vesterålen Kysthotell
416,Hofn,IS,53.02,scattered clouds,64.2539,-15.2082,Hótel Höfn
418,Ust-Tarka,RU,54.45,broken clouds,55.5672,75.705,Pearl of Siberia
422,Jijiga,ET,67.33,broken clouds,9.35,42.8,RAMAAS HOTEL
426,Coquimbo,CL,55.13,overcast clouds,-29.9533,-71.3436,Hotel San Juan
428,Roebourne,AU,63.9,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
433,Mizan Teferi,ET,61.77,light rain,6.9833,35.5833,Hotel Salayish - ሳላይሽ ሆቴል
435,General Roca,AR,56.62,light rain,-39.0333,-67.5833,Hotel El Recreo
436,Onega,RU,60.31,light rain,63.9061,38.1404,Lunny Kot Guest House
437,Keroka,KE,55.51,overcast clouds,-0.7758,34.9453,Bunker Hotel Keroka
445,Jumla,NP,63.27,overcast clouds,29.2747,82.1838,Royal Garden Hotel
446,Pisco,PE,60.85,mist,-13.7,-76.2167,Hotel San Isidro Oficial
450,Pangody,RU,52.59,overcast clouds,65.85,74.4859,Elizaveta Shevchuk's House
457,Boguchany,RU,56.68,overcast clouds,58.3814,97.4531,Uyut
460,Skovorodino,RU,60.73,clear sky,53.9833,123.9167,Amur
464,San Jeronimo,PE,63.25,scattered clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
465,Raudeberg,NO,59.67,overcast clouds,61.9875,5.1352,Nordre Silda.
475,Nampula,MZ,67.93,overcast clouds,-15.1165,39.2666,Ruby Backpackers
477,Upington,ZA,57.6,clear sky,-28.4478,21.2561,River Place Manor
478,Clones,IE,66.2,overcast clouds,54.1833,-7.2333,Creighton Hotel
483,Kovdor,RU,57.15,broken clouds,67.5662,30.4758,Derevo Zhelaniy
484,Ust-Nera,RU,61.27,overcast clouds,64.5667,143.2,Hotel Ust-Nera
488,Ngunguru,NZ,57.11,moderate rain,-35.6167,174.5,Pacific Rendezvous Motel Resort
493,Igarka,RU,60.66,scattered clouds,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
500,Karratha,AU,63.28,clear sky,-20.7377,116.8463,ibis Styles Karratha
501,Smidovich,RU,58.12,scattered clouds,48.6,133.8167,Gostinnitsa
502,Chengde,CN,65.62,clear sky,40.9725,117.9361,Super 8 Hotel
504,Mareeba,AU,57.43,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
507,Mzimba,MW,60.69,broken clouds,-11.9,33.6,Zagegs Hotel
513,Hunsur,IN,67.86,broken clouds,12.3075,76.2878,OYO 62733 Bs Residency
516,Chapais,CA,65.35,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
521,Chitipa,MW,62.56,scattered clouds,-9.7024,33.2697,Tulipoka Lodges
523,Yarim,YE,60.55,light rain,14.298,44.3779,وليد المسوري ابو اسد
525,Homer,US,55.78,broken clouds,59.6425,-151.5483,Beluga Lake Lodge
527,Krasnyy Chikoy,RU,52.09,few clouds,50.3643,108.7512,Persona
530,Khasan,RU,65.53,overcast clouds,42.4308,130.6434,Fangchuan Self-Driving Camp
532,Ust-Tsilma,RU,55.99,clear sky,65.441,52.1498,U Praskov'i
541,Stornoway,GB,59.94,light rain,58.2093,-6.3865,Caladh Inn
542,Batagay,RU,58.57,light rain,67.6333,134.6333,Gostinitsa Ki'ileekh
546,Ljungby,SE,64.81,overcast clouds,56.8332,13.9408,Hotel Terraza
547,Flinders,AU,52.74,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
548,College,US,57.47,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
554,Antalaha,MG,67.23,scattered clouds,-14.9003,50.2788,Hotel Vitasoa
560,Nemuro,JP,59.49,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
566,Zonguldak,TR,60.44,clear sky,41.25,31.8333,Yazioren Koyu Muhtarligi
576,Bokaa,BW,63.39,broken clouds,-24.45,26.0167,Pa Vula Hotels
582,Rumoi,JP,63.72,overcast clouds,43.9344,141.6428,Business Hotel R-Inn
594,Alyangula,AU,65.68,broken clouds,-13.8483,136.4192,Groote Eylandt Lodge
602,Viedma,AR,56.21,overcast clouds,-40.8135,-62.9967,Hotel Cristal
606,Whitehorse,CA,55.09,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
613,Lunino,RU,63.64,scattered clouds,53.5918,45.2271,Мини гостиница у Славы
622,Imeni Poliny Osipenko,RU,56.8,broken clouds,52.4201,136.4853,Yubileynaya
625,Sungaipenuh,ID,64.09,overcast clouds,-2.0833,101.3833,Penginapan Citra Alam
633,North Battleford,CA,62.4,overcast clouds,52.7834,-108.2847,Tropical Inn
641,Gikongoro,RW,65.8,overcast clouds,-2.464,29.5739,FOREST GARDEN Hotel
647,Moron,AR,62.02,broken clouds,-34.6534,-58.6198,Hotel Morón
650,Broken Hill,AU,52.41,clear sky,-31.95,141.4333,Royal Exchange Hotel
651,Ust-Kulom,RU,61.54,scattered clouds,61.6864,53.6902,Ip Napalkov Vasiliy Dmitriyevich
670,Stelle,DE,66.42,scattered clouds,53.3842,10.1114,Marrakesch Lounge Whirlpool Suite
671,Inhambane,MZ,67.98,few clouds,-23.865,35.3833,Oceano
